2018-06-20,16,GLEN,COLM,3
2018-06-20,22,MCAR,MLBR,2
2018-06-21,9,NBRK,FRMT,2
2018-06-21,15,WDUB,12TH,2
2018-06-21,21,SANL,ASHB,1
2018-06-22,9,12TH,12TH,1
2018-06-22,15,DUBL,SFIA,4
2018-06-22,21,BALB,BALB,1
2018-06-23,10,DBRK,ROCK,2
2018-06-23,17,16TH,CONC,5
2018-06-24,0,PLZA,SHAY,1
2018-06-24,15,ASHB,19TH,6
2018-06-24,22,DALY,ROCK,1
2018-06-25,9,PHIL,GLEN,1
2018-06-25,16,BALB,FTVL,10
2018-06-25,22,DALY,WOAK,1
2018-06-26,9,MONT,ANTC,3
2018-06-26,16,16TH,24TH,21
2018-06-26,22,16TH,16TH,3
2018-06-27,9,COLS,POWL,48
2018-06-27,15,NCON,UCTY,2
2018-06-27,21,LAFY,CONC,5
2018-06-28,8,SANL,UCTY,6
2018-06-28,15,CIVC,DELN,72
2018-06-28,20,SSAN,CIVC,1
2018-06-29,8,DELN,SHAY,2
2018-06-29,14,MONT,LAKE,48
2018-06-29,20,CIVC,EMBR,8
2018-06-30,9,FTVL,FRMT,12
2018-06-30,16,BALB,24TH,29
2018-06-30,23,FTVL,CONC,1
2018-07-01,14,MCAR,CONC,5
2018-07-01,21,WARM,FTVL,3
2018-07-02,9,MCAR,ROCK,1
2018-07-02,16,ANTC,PITT,1
2018-07-02,22,EMBR,PCTR,1
2018-07-03,9,SANL,GLEN,2
2018-07-03,16,COLM,19TH,1
2018-07-03,22,COLS,WARM,124
2018-07-04,13,HAYW,19TH,2
2018-07-04,20,PLZA,DELN,1
2018-07-05,8,LAFY,ASHB,2
2018-07-05,14,SFIA,RICH,7
2018-07-05,20,RICH,COLS,2
2018-07-06,8,MONT,DBRK,33
2018-07-06,15,16TH,ASHB,10
2018-07-06,20,ROCK,WOAK,1
2018-07-07,10,DALY,GLEN,4
2018-07-07,17,ASHB,ANTC,3
2018-07-08,8,12TH,EMBR,18
2018-07-08,15,NBRK,ASHB,3
2018-07-08,23,EMBR,COLM,2
2018-07-09,10,GLEN,24TH,18
2018-07-09,16,SSAN,DELN,3
2018-07-09,23,MCAR,12TH,3
2018-07-10,10,GLEN,WCRK,1
2018-07-10,16,SSAN,24TH,5
2018-07-10,23,DBRK,RICH,11
2018-07-11,10,CONC,EMBR,87
2018-07-11,16,PHIL,OAKL,2
2018-07-11,22,WCRK,ROCK,1
2018-07-12,10,12TH,DBRK,19
2018-07-12,16,FRMT,ASHB,4
2018-07-12,22,FTVL,SHAY,3
2018-07-13,9,PLZA,DELN,6
2018-07-13,16,ASHB,CIVC,11
2018-07-13,22,12TH,DBRK,10
2018-07-14,11,FRMT,HAYW,4
2018-07-14,18,ANTC,WOAK,1
2018-07-15,9,DELN,OAKL,1
2018-07-15,16,OAKL,WCRK,4
2018-07-16,4,FTVL,EMBR,10
2018-07-16,11,EMBR,HAYW,1
2018-07-16,17,PHIL,COLM,1
2018-07-17,4,SSAN,16TH,1
2018-07-17,11,FRMT,ANTC,2
2018-07-17,17,OAKL,WCRK,1
2018-07-18,1,NCON,SANL,1
2018-07-18,11,BAYF,FTVL,13
2018-07-18,17,GLEN,DALY,16
2018-07-19,0,DELN,FTVL,1
2018-07-19,10,SBRN,WDUB,1
2018-07-19,17,BALB,PITT,14
2018-07-19,23,MONT,PITT,11
2018-07-20,10,LAFY,ROCK,1
2018-07-20,16,ROCK,SFIA,9
2018-07-20,22,WARM,PHIL,1
2018-07-21,12,CIVC,GLEN,12
2018-07-21,18,SFIA,BAYF,1
2018-07-22,10,24TH,DBRK,5
2018-07-22,17,BALB,SHAY,1
2018-07-23,5,GLEN,16TH,1
2018-07-23,11,RICH,ROCK,2
2018-07-23,18,16TH,FRMT,42
2018-07-24,5,PHIL,GLEN,1
2018-07-24,11,WARM,FRMT,1
2018-07-24,18,ASHB,BAYF,6
2018-07-25,5,MCAR,EMBR,20
2018-07-25,11,SANL,WOAK,1
2018-07-25,17,WOAK,HAYW,3
